fruit	colorful	HasProperty
cook	action	IsA
knowledge	enlightenment	Synonym
moon	large	HasProperty
roof	ceiling	Synonym
refuse	trash	Synonym
duck	jump	Antonym
zero	number	IsA
butterfly	wing	HasA
pet	fun	HasProperty
trade	sell	IsA
stair	elevator	Antonym
fill	cavity	Antonym
map	information	HasA
crown	hat	IsA
smile	service	PartOf
sheep	flock	PartOf
drive	move	IsA
human_body	fragile	HasProperty
house	story	HasA
bull	horn	HasA
education	civilization	PartOf
apple	core	PartOf
lease	buy	Antonym
gear	automobile	PartOf
toilet	bathroom	Synonym
fence	play	IsA
marriage	wed	Synonym
division	separation	IsA
harvest	fall	Synonym
sport	fight	HasProperty
keep	protect	Synonym
cat	stupid	HasProperty
whale	big	HasProperty
machine	steel	MadeOf
flesh	meat	MadeOf
shadow	shade	IsA
disease	well	Antonym
play	act	IsA
deal	card_game	PartOf
game	work	Antonym
captain	team	PartOf
come	arrive	Synonym
cloth	limp	HasProperty
hospital	dirty	HasProperty
house	lawn	HasA
person	clothe	HasA
bell	metal	MadeOf
column	beam	IsA
capital	town	Antonym
lady	male	Antonym
we	cake	HasA
mississippi	south	PartOf
person	human_be	IsA
high	low	Antonym
school	teach	IsA
faith	belief	Synonym
lose	save	Antonym
republican	politician	IsA
fish	scale	HasA
change	dress	IsA
crime	business	IsA
bowl	sport	IsA
steel	hard	HasProperty
string	line	Synonym
banana	peel	HasA
work	energy	IsA
bottle	courage	Synonym
column	heavy	HasProperty
alto	pitch	IsA
chicken	feather	HasA
draw	hobby	IsA
person	good	HasProperty
integrity	honesty	IsA
child	offspring	Synonym
leave	tree	PartOf
temple	head	PartOf
floor	concrete	MadeOf
present	late	Antonym
order	family	Synonym
office	outside	Antonym
fog	weather	PartOf
nation	community	Synonym
tape	record	Synonym
straight	gay	Antonym
noise	quiet	Antonym
death	life	PartOf
freedom	value	IsA
nail	screw	Synonym
fireplace	hot	HasProperty
glass	full	HasProperty
exercise	lazy	Antonym
chicken	bull	Antonym
bottle	beer	HasA
can	trash	HasA
pick	give	Antonym
fasten	tie	Synonym
knife	steel	MadeOf
castle	game	IsA
bill	note	Synonym
cow	horse	Antonym
dress	coat	Synonym
person	nobody	Antonym
chocolate	food	IsA
sport	exercise	IsA
rest	support	IsA
team	person	MadeOf
new	experience	Antonym
floor	hallway	PartOf
vulnerable	strong	Antonym
motorcycle	metal	MadeOf
nose	head	PartOf
pale	light	HasProperty
bowl	action	IsA
gentle	person	IsA
draw	pull	Synonym
point	sharp	Synonym
trumpet	brass	MadeOf
house	sink	HasA
yard	place	IsA
green	place	IsA
damage	hurt	Synonym
perfect	bad	Antonym
eat	dinner	Synonym
male	boy	Synonym
well	water	HasA
breathe	good	HasProperty
manufacture	construct	Synonym
step	run	IsA
machine	labor	Antonym
record	fact	IsA
kiss	fun	HasProperty
complicate	simple	Antonym
mark	clean	Antonym
choice	range	Synonym
chest	box	Synonym
chain	fasten	IsA
old_lady	wife	Synonym
fly	small	HasProperty
cabinet	metal	MadeOf
electricity	powerful	HasProperty
angel	good	HasProperty
ice	water	IsA
moon	place	IsA
china	state	IsA
closet	place	IsA
library	place	IsA
common	person	IsA
work	move	IsA
water	drink	IsA
north_carolina	state	IsA
relief	aid	IsA
comfort	condition	IsA
stair	step	Synonym
apple	red	HasProperty
they	female	HasProperty
steak	food	IsA
rock	crystal	HasA
song	sound	IsA
oil	liquid	IsA
large	little	Antonym
affection	like	IsA
market	business	IsA
word	mean	HasA
kite	red	HasProperty
charm	smart	Synonym
complex	whole	IsA
freeze	cool	IsA
society	club	IsA
heart	emotion	Synonym
bottle	store	IsA
advance	improve	Synonym
shade	shadow	Synonym
pipe	cigarette	Antonym
can	aluminium	MadeOf
shoot	hit	IsA
tv	metal	MadeOf
instrument	device	Synonym
men	male	HasProperty
climb	descend	Antonym
supermarket	food	HasA
brook	stream	Synonym
listen	speak	Antonym
cup	glass	MadeOf
neck	body	PartOf
room	door	HasA
rinse	wash	PartOf
dog	black	HasProperty
worm	animal	IsA
dream	wake	Antonym
music	entertain	HasProperty
lie	bad	HasProperty
department	company	Antonym
water	weight	HasA
airplane	transportation	IsA
noise	sound	Synonym
smart	good	HasProperty
satellite	fall	HasProperty
mercury	metal	IsA
break	split	Synonym
prince	person	IsA
great	bad	Antonym
fever	cold	Antonym
minute	second	Antonym
village	country	PartOf
faith	religion	Synonym
mind	idea	Synonym
produce	food	IsA
shy	bold	Antonym
real	ghost	Antonym
demand	need	Synonym
seed	plant	PartOf
paper	thin	HasProperty
queen	person	IsA
statue	metal	MadeOf
ocean	salt	HasA
be	state	IsA
life	memory	MadeOf
red	color	HasProperty
fact	true	HasProperty
earth	world	Synonym
energy	need	HasProperty
cap	lid	Synonym
hard	confuse	Synonym
bow	pluck	Antonym
church	altar	HasA
car	wheel	HasA
car	new	HasProperty
sweet	honey	Synonym
kill	evil	HasProperty
light	energy	IsA
sail	nice	HasProperty
top	foot	Antonym
design	destroy	Antonym
child	innocent	HasProperty
box	something	HasA
small	adult	Antonym
hand	aid	IsA
point	pin	PartOf
wash	dirty	Antonym
hit	move	IsA
cancer	disease	IsA
letter	word	PartOf
child	parent	HasA
child	good	HasProperty
active	quiet	Antonym
son	male	IsA
stand	support	Synonym
shit	natural	HasProperty
butter	food	IsA
bad	result	IsA
human	skin	HasA
test	work	Antonym
imagination	mind	PartOf
man	female	Antonym
division	whole	Antonym
chair	empty	HasProperty
staff	stick	IsA
fun	good	HasProperty
boil	change	IsA
gun	war	PartOf
card	card_game	Synonym
aluminium	tin	Antonym
hero	character	IsA
play	move	IsA
earth	large	HasProperty
article	document	PartOf
tea	food	IsA
dog	friendly	HasProperty
war	violence	HasA
construct	form	Synonym
page	flat	HasProperty
fall	lower	Synonym
civilization	culture	Synonym
steel	iron	HasA
pen	black	HasProperty
black	light	Antonym
bathroom	ceiling	HasA
bone	tissue	Antonym
goal	content	IsA
movement	clock	PartOf
shoot	grow	IsA
woman	beautiful	HasProperty
hero	leader	IsA
pick	pierce	IsA
empty	full	Antonym
food	good	IsA
homosexual	straight	Antonym
rush	leisure	Antonym
home	safe	HasProperty
flesh	apple	PartOf
animal	pure	HasProperty
computer	furniture	IsA
perfect	wrong	Antonym
exist	die	Antonym
lid	box	PartOf
plane	person	HasA
box	case	Synonym
index	text	PartOf
god	powerful	HasProperty
common	rare	Antonym
plant	green	HasProperty
sail	white	HasProperty
circle	triangle	Antonym
steal	move	IsA
tie	connect	IsA
nature	divine	HasProperty
score	number	IsA
book	cover	HasA
couch	bed	IsA
hot	heat	Synonym
spike	nail	Synonym
enter	go_out	Antonym
